,drugName,condition,rating,usefulCount,eff_score,usefulness
545,Kineret,Still's Disease,7,7,1,49
546,Nature-Throid,Hashimoto's disease,10,55,1,550
547,Levonorgestrel,Birth Control,2,11,0,0
548,Quetiapine,Bipolar Disorde,5,27,0,0
549,Tioconazole,Vaginal Yeast Infection,6,5,1,30
550,Propofol,Anesthesia,5,7,0,0
551,Metronidazole,Bacterial Vaginitis,5,4,0,0
552,Cholestyramine,Irritable Bowel Syndrome,10,76,1,760
553,Aviane,Birth Control,8,7,1,56
554,Depo-Provera,Birth Control,9,12,1,108
555,Linaclotide,"Constipation, Chronic",10,22,1,220
556,Etonogestrel,Birth Control,10,1,1,10
557,Levonorgestrel,Birth Control,9,0,1,0
558,Flector Patch,Pain,10,24,1,240
559,Prochlorperazine,Nausea/Vomiting,1,5,0,0
560,Zovia,Birth Control,8,7,1,56
561,Azithromycin,Sinusitis,9,1,1,9
562,Toprol-XL,Mitral Valve Prolapse,8,36,1,288
563,Medroxyprogesterone,Abnormal Uterine Bleeding,1,8,0,0
564,Minocycline,Acne,4,2,0,0
565,Perampanel,Epilepsy,1,5,0,0
566,Cozaar,High Blood Pressure,9,163,1,1467
567,Acetaminophen / dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10,0,1,0
568,AndroGel,"Hypogonadism, Male",10,101,1,1010
569,Desogestrel / ethinyl estradiol,Birth Control,3,0,0,0
570,Avinza,Pain,9,19,1,171
571,Escitalopram,Anxiety,8,39,1,312
572,Cialis,9</span> users found this comment helpful.,10,9,1,90
573,Ativan,Anxiety,10,24,1,240
574,Atomoxetine,ADHD,4,19,0,0
576,Lorcaserin,Obesity,10,50,1,500
577,Ethinyl estradiol / etonogestrel,Birth Control,8,2,1,16
578,Oxymorphone,Pain,10,58,1,580
579,Sertraline,Obsessive Compulsive Disorde,5,12,0,0
580,Nexplanon,Birth Control,9,4,1,36
581,Saphris,Bipolar Disorde,9,37,1,333
582,Mirabegron,Overactive Bladde,9,104,1,936
583,Gabapentin,Peripheral Neuropathy,7,18,1,126
584,Pramoxine,Pain,2,0,0,0
585,Alphagan P,"Glaucoma, Open Angle",2,5,0,0
586,Venlafaxine,Major Depressive Disorde,10,30,1,300
587,Etonogestrel,Birth Control,7,10,1,70
588,Phillips' Milk of Magnesia,Constipation,10,25,1,250
589,Etonogestrel,Birth Control,9,8,1,72
590,Citalopram,Depression,9,4,1,36
591,Eluxadoline,Irritable Bowel Syndrome,9,11,1,99
592,Duloxetine,Depression,8,21,1,168
593,Benzonatate,Cough,10,81,1,810
594,Ethinyl estradiol / levonorgestrel,Birth Control,10,3,1,30
595,Terbinafine,"Onychomycosis, Toenail",5,16,0,0
596,Indomethacin,Cluster Headaches,9,9,1,81
597,Wellbutrin,Depression,10,88,1,880
598,Klonopin,Anxiety,10,70,1,700
599,Latuda,Bipolar Disorde,5,11,0,0
600,Belviq,Weight Loss,7,43,1,301
601,Mesalamine,Ulcerative Colitis,10,13,1,130
602,Etonogestrel,Birth Control,8,6,1,48
603,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,10,40,1,400
604,Plan B,Emergency Contraception,9,3,1,27
605,Apremilast,Psoriatic Arthritis,8,25,1,200
606,Bupropion,Smoking Cessation,9,34,1,306
607,Norco,Back Pain,8,32,1,256
608,Celexa,Depression,10,43,1,430
609,Phentermine / topiramate,Weight Loss,10,64,1,640
610,ella,Emergency Contraception,10,9,1,90
611,Savella,ibromyalgia,9,114,1,1026
612,Levonorgestrel,Birth Control,1,3,0,0
613,Bisacodyl,Constipation,8,6,1,48
614,Sertraline,Depression,6,3,1,18
615,Buprenorphine / naloxone,Opiate Dependence,10,12,1,120
616,Vivitrol,Opiate Dependence,10,63,1,630
617,Ortho Cyclen,Birth Control,6,4,1,24
618,Clonazepam,Panic Disorde,8,15,1,120
619,Advair HFA,"Asthma, Maintenance",9,2,1,18
620,Anastrozole,Breast Cance,10,154,1,1540
621,Xarelto,Deep Vein Thrombosis,10,117,1,1170
622,Metformin / sitagliptin,min / sitagliptin),1,44,0,0
623,Lexapro,Anxiety,9,54,1,486
624,Belsomra,Insomnia,9,31,1,279
625,TriNessa,Birth Control,4,1,0,0
626,Prazosin,Post Traumatic Stress Disorde,10,54,1,540
627,Qsymia,Obesity,10,113,1,1130
628,Tri-Sprintec,Birth Control,10,25,1,250
629,Dicyclomine,Irritable Bowel Syndrome,9,108,1,972
630,Seroquel,Bipolar Disorde,9,39,1,351
631,Etonogestrel,Birth Control,1,16,0,0
632,Sodium hyaluronate,Osteoarthritis,8,33,1,264
633,Adapalene / benzoyl peroxide,Acne,9,8,1,72
634,Phentermine,Weight Loss,10,30,1,300
635,Ethinyl estradiol / norgestimate,Birth Control,10,8,1,80
636,Toradol,Pain,9,5,1,45
637,Epiduo,Acne,10,8,1,80
638,Prednisone,Bursitis,9,41,1,369
639,Ciprofloxacin,Prostatitis,3,17,0,0
640,Suprep Bowel Prep Kit,Bowel Preparation,7,1,1,7
641,Benzoyl peroxide / clindamycin,Acne,10,14,1,140
642,Latuda,Bipolar Disorde,1,6,0,0
643,Belviq,Weight Loss,9,152,1,1368
644,Metronidazole,Bacterial Vaginitis,8,20,1,160
645,Tri-Sprintec,Birth Control,9,13,1,117
646,Lyrica,ibromyalgia,9,65,1,585
647,Kyleena,Birth Control,10,3,1,30
648,Ethinyl estradiol / norethindrone,Birth Control,7,11,1,77
649,Toradol,Postoperative Pain,9,27,1,243
650,Clarithromycin,Sinusitis,10,22,1,220
651,Aluminum chloride hexahydrate,Hyperhidrosis,10,23,1,230
652,Gabapentin,Peripheral Neuropathy,5,191,0,0
653,Plan B One-Step,Emergency Contraception,10,18,1,180
654,Levsin SL,Irritable Bowel Syndrome,10,44,1,440
655,Benzoyl peroxide / clindamycin,Acne,7,9,1,63
656,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,5,10,0,0
657,Lortab,Cough,10,29,1,290
658,Zoloft,Depression,9,66,1,594
659,Dexmethylphenidate,ADHD,10,85,1,850
660,Catapres,Opiate Withdrawal,10,154,1,1540
661,NuvaRing,Birth Control,10,2,1,20
662,Sertraline,Major Depressive Disorde,10,116,1,1160
663,Cyclobenzaprine,ibromyalgia,9,30,1,270
664,Harvoni,Hepatitis C,10,33,1,330
665,Lansoprazole,GERD,10,16,1,160
666,Medroxyprogesterone,Birth Control,4,1,0,0
667,Varenicline,Smoking Cessation,10,0,1,0
668,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,5,14,0,0
669,Ethinyl estradiol / norgestimate,Birth Control,10,18,1,180
670,Carbidopa / levodopa,Restless Legs Syndrome,10,69,1,690
671,Hydrocodone,Not Listed / Othe,9,7,1,63
672,Morphine,Chronic Pain,5,19,0,0
673,Relistor,"Constipation, Drug Induced",10,46,1,460
674,Doxycycline,Chlamydia Infection,1,0,0,0
675,Skyla,Birth Control,7,1,1,7
676,Ethinyl estradiol / norgestimate,Birth Control,1,17,0,0
677,Mesalamine,"Ulcerative Colitis, Active",10,12,1,120
678,Ortho Tri-Cyclen Lo,Birth Control,10,0,1,0
679,Bevacizumab,me,10,3,1,30
680,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,9,4,1,36
681,Barium sulfate,Computed Tomography,9,43,1,387
682,Azor,High Blood Pressure,9,22,1,198
683,Azithromycin,Bronchitis,5,4,0,0
684,Suprep Bowel Prep Kit,Bowel Preparation,9,17,1,153
685,Nitrofurantoin,Urinary Tract Infection,3,39,0,0
686,Azelastine / fluticasone,Allergic Rhinitis,10,9,1,90
687,Miconazole,Vaginal Yeast Infection,1,3,0,0
688,Sertraline,Depression,9,38,1,342
689,Zoster vaccine live,"Herpes Zoster, Prophylaxis",9,1,1,9
690,Diltiazem,Supraventricular Tachycardia,9,9,1,81
691,Clindamycin,Bacterial Infection,3,21,0,0
692,Chantix,Smoking Cessation,10,16,1,160
693,Tri-Previfem,Birth Control,3,0,0,0
694,Propofol,Anesthesia,1,10,0,0
695,Amphetamine / dextroamphetamine,ADHD,8,52,1,416
696,Dapsone,Acne,10,12,1,120
697,Bismuth subsalicylate,Indigestion,10,11,1,110
698,Indomethacin,"Gout, Acute",10,47,1,470
699,Wellbutrin XL,Major Depressive Disorde,10,64,1,640
700,Zoloft,Depression,10,381,1,3810
701,Ziprasidone,Schizoaffective Disorde,1,18,0,0
702,Levofloxacin,Skin or Soft Tissue Infection,10,16,1,160
703,Carisoprodol,Nocturnal Leg Cramps,10,63,1,630
704,Lexapro,Anxiety,4,23,0,0
705,Paroxetine,Generalized Anxiety Disorde,8,29,1,232
706,Xyzal,Urticaria,7,11,1,77
707,Olopatadine,Allergic Rhinitis,1,10,0,0
708,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1,3,0,0
709,Relpax,Migraine,10,14,1,140
710,Apri,Birth Control,10,5,1,50
711,Lexapro,Anxiety,9,12,1,108
712,Venlafaxine,Anxiety,9,22,1,198
713,Ethinyl estradiol / norethindrone,Birth Control,1,3,0,0
714,Dalfampridine,Multiple Sclerosis,9,62,1,558
715,Paroxetine,Anxiety,10,5,1,50
716,Implanon,Birth Control,4,5,0,0
717,Dilantin,Epilepsy,8,2,1,16
718,Quetiapine,Insomnia,10,43,1,430
719,Tri-Sprintec,10</span> users found this comment helpful.,4,10,0,0
720,Varenicline,Smoking Cessation,10,61,1,610
721,Clonazepam,Bipolar Disorde,10,66,1,660
722,Leuprolide,Prostate Cance,8,23,1,184
723,Cetirizine,Urticaria,9,42,1,378
724,Liraglutide,Obesity,10,16,1,160
725,Macrobid,Urinary Tract Infection,6,7,1,42
726,Ethinyl estradiol / norethindrone,Birth Control,9,14,1,126
727,Methylphenidate,Narcolepsy,8,7,1,56
728,Nitroglycerin,Anal Fissure and Fistula,9,5,1,45
729,ParaGard,Birth Control,10,11,1,110
730,Chantix,Smoking Cessation,10,22,1,220
731,Mirena,Birth Control,10,4,1,40
732,Ortho Evra,Birth Control,4,2,0,0
733,Terbinafine,"Onychomycosis, Toenail",10,7,1,70
734,Celexa,Depression,9,28,1,252
735,Ritalin,Narcolepsy,8,49,1,392
736,Exubera,"Diabetes, Type 2",10,3,1,30
737,Hydroxychloroquine,Rheumatoid Arthritis,3,82,0,0
738,Trazodone,Anxiety,9,4,1,36
739,Loestrin 24 Fe,Acne,1,5,0,0
740,Genvoya,HIV Infection,8,5,1,40
741,Enskyce,Birth Control,1,2,0,0
742,Mirtazapine,Depression,7,16,1,112
743,Stalevo,Parkinson's Disease,9,13,1,117
745,Ethinyl estradiol / norethindrone,Birth Control,6,11,1,66
746,Amerge,Migraine,10,19,1,190
747,Lorazepam,Anxiety,1,34,0,0
748,Milnacipran,ibromyalgia,8,109,1,872
749,Lurasidone,Schizophrenia,9,27,1,243
750,Levonorgestrel,Birth Control,10,24,1,240
751,Lubiprostone,"Constipation, Chronic",10,69,1,690
752,Simcor,High Cholesterol,8,9,1,72
753,Tinidazole,Bacterial Vaginitis,10,12,1,120
754,Zoloft,Premenstrual Dysphoric Disorde,7,52,1,364
755,Mirena,Birth Control,5,3,0,0
756,Levonorgestrel,Birth Control,8,12,1,96
757,Sprintec,Birth Control,9,9,1,81
758,Avonex Pen,Multiple Sclerosis,10,6,1,60
759,Lorcaserin,Weight Loss,10,22,1,220
760,Methadose,Chronic Pain,10,110,1,1100
761,Azithromycin,Chlamydia Infection,8,2,1,16
762,Miconazole,Vaginal Yeast Infection,1,8,0,0
763,Acetaminophen / oxycodone,Chronic Pain,8,55,1,440
765,Abacavir / dolutegravir / lamivudine,HIV Infection,10,3,1,30
766,Sumatriptan,Migraine,5,11,0,0
767,Paxil,Generalized Anxiety Disorde,7,11,1,77
768,Cambia,Migraine,9,9,1,81
769,Methotrexate,Psoriasis,8,49,1,392
770,Tizanidine,Muscle Spasm,6,55,1,330
771,Ethinyl estradiol / norgestimate,Acne,1,0,0,0
772,Skyla,Birth Control,8,0,1,0
773,Adderall,ADHD,9,9,1,81
774,Amphetamine / dextroamphetamine,atigue,5,4,0,0
775,Phentermine,Obesity,10,15,1,150
776,Exalgo,Chronic Pain,10,62,1,620
777,Ropinirole,Restless Legs Syndrome,10,71,1,710
778,Nexplanon,2</span> users found this comment helpful.,2,2,0,0
780,Levonorgestrel,Birth Control,10,43,1,430
781,Paroxetine,Panic Disorde,6,21,1,126
782,Zoloft,Depression,9,107,1,963
783,Sertraline,Panic Disorde,9,36,1,324
784,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,1,2,0,0
785,Etonogestrel,Birth Control,10,5,1,50
786,Clonazepam,Anxiety,9,63,1,567
787,Desvenlafaxine,Major Depressive Disorde,10,27,1,270
788,Minocycline,Rosacea,10,19,1,190
789,Ketorolac,Pain,8,8,1,64
790,Nuvigil,Hypersomnia,10,17,1,170
791,Depo-Provera,Birth Control,10,7,1,70
792,Belviq,Obesity,10,42,1,420
793,Tegretol,Epilepsy,10,29,1,290
794,Desvenlafaxine,ibromyalgia,4,13,0,0
795,VESIcare,Urinary Incontinence,8,42,1,336
796,Tizanidine,Muscle Spasm,10,81,1,810
797,Ethinyl estradiol / norgestimate,Birth Control,5,6,0,0
798,Venlafaxine,Depression,6,28,1,168
799,Qsymia,Obesity,9,73,1,657
800,Imiquimod,Human Papilloma Virus,8,11,1,88
801,Belviq,Obesity,9,19,1,171
802,Skyla,Birth Control,10,6,1,60
803,Lorcaserin,Weight Loss,10,49,1,490
804,Liraglutide,Obesity,9,33,1,297
805,Celexa,Depression,8,44,1,352
806,Lurasidone,Bipolar Disorde,8,96,1,768
807,Depo-Provera,Endometriosis,2,14,0,0
808,Epiduo,Acne,9,6,1,54
809,Plavix,Heart Attack,10,37,1,370
810,Venlafaxine,Depression,9,5,1,45
811,Desvenlafaxine,Depression,1,31,0,0
812,Levofloxacin,Urinary Tract Infection,1,55,0,0
813,Paxil,Anxiety,9,59,1,531
814,Quetiapine,Insomnia,10,38,1,380
815,Vortioxetine,Major Depressive Disorde,8,8,1,64
816,Atorvastatin,High Cholesterol,3,36,0,0
817,Dienogest / estradiol,Birth Control,1,9,0,0
818,Wellbutrin,Depression,2,98,0,0
819,Methylprednisolone,"Gout, Acute",9,17,1,153
820,Amlodipine,High Blood Pressure,1,68,0,0
821,Tadalafil,Erectile Dysfunction,10,32,1,320
822,Norco,Pain,8,19,1,152
823,Sertraline,Anxiety and Stress,10,15,1,150
824,Roflumilast,COPD,9,69,1,621
825,Pristiq,Depression,8,21,1,168
826,Minastrin 24 Fe,Birth Control,2,20,0,0
827,Diclofenac,Pain,1,5,0,0
828,Levonorgestrel,Birth Control,3,4,0,0
829,Nexplanon,Birth Control,10,0,1,0
830,Opana,Pain,7,35,1,245
831,Dulaglutide,"Diabetes, Type 2",10,15,1,150
832,Donnatal,Duodenal Ulce,10,8,1,80
833,Beyaz,Acne,10,23,1,230
834,Depo-Provera,Birth Control,1,11,0,0
835,TriNessa,Birth Control,5,5,0,0
836,Depakote ER,Migraine Prevention,8,36,1,288
837,Donepezil,Alzheimer's Disease,1,20,0,0
838,Sofosbuvir,Hepatitis C,10,8,1,80
839,Drospirenone / ethinyl estradiol,Birth Control,2,6,0,0
840,Monistat 7,Vaginal Yeast Infection,1,3,0,0
841,Zolpidem,Insomnia,1,7,0,0
842,Wellbutrin,Depression,9,117,1,1053
843,Horizant,Restless Legs Syndrome,10,90,1,900
844,Cefdinir,Sinusitis,10,24,1,240
845,Mirena,Abnormal Uterine Bleeding,5,2,0,0
846,Brovana,"COPD, Maintenance",10,27,1,270
847,Dulcolax,Constipation,10,2,1,20
848,Tylenol PM,Insomnia,3,23,0,0
849,Saxenda,Obesity,9,32,1,288
851,Percocet,Pain,9,15,1,135
852,Sulfasalazine,Rheumatoid Arthritis,1,1,0,0
853,Aluminum chloride hexahydrate,Hyperhidrosis,9,9,1,81
854,Nicotine,Smoking Cessation,10,30,1,300
855,Reglan,Migraine,6,18,1,108
856,Levofloxacin,Sinusitis,5,5,0,0
857,Acetaminophen / hydrocodone,Pain,3,10,0,0
858,Toradol,Pain,10,12,1,120
859,Nexplanon,Birth Control,5,1,0,0
860,Seroquel XR,Major Depressive Disorde,9,3,1,27
861,Plan B,Emergency Contraception,9,28,1,252
862,Dulera,"Asthma, Maintenance",5,27,0,0
863,Mibelas 24 Fe,Birth Control,8,0,1,0
864,Cymbalta,Depression,7,23,1,161
865,Ativan,Anxiety,9,12,1,108
866,Escitalopram,Generalized Anxiety Disorde,6,38,1,228
867,Naltrexone,Opiate Dependence,5,41,0,0
868,Portia,Birth Control,3,3,0,0
869,Temazepam,Insomnia,10,124,1,1240
870,Clindamycin / tretinoin,Acne,7,8,1,56
871,Meperidine,Pain,10,12,1,120
872,Hydroxyzine,Anxiety,1,38,0,0
873,Propofol,Anesthesia,10,41,1,410
874,Gabapentin,Migraine,10,80,1,800
875,Nexplanon,Birth Control,2,2,0,0
876,Ethinyl estradiol / norgestrel,Birth Control,1,3,0,0
877,Topamax,Migraine Prevention,1,35,0,0
878,Dapagliflozin,"Diabetes, Type 2",6,26,1,156
879,Myrbetriq,Overactive Bladde,9,114,1,1026
880,Prozac,Anxiety and Stress,6,51,1,306
881,Aripiprazole,Bipolar Disorde,10,6,1,60
882,Diazepam,Anxiety,9,156,1,1404
883,Hysingla ER,Pain,6,19,1,114
884,Celexa,Anxiety and Stress,10,63,1,630
885,Belviq,Weight Loss,10,118,1,1180
886,Lorcaserin,Weight Loss,1,11,0,0
887,Propafenone,Atrial Fibrillation,9,31,1,279
888,OxyContin,Chronic Pain,10,56,1,560
889,Lunesta,Insomnia,6,23,1,138
890,Ondansetron,Nausea/Vomiting,10,40,1,400
891,Ethinyl estradiol / levonorgestrel,Birth Control,8,3,1,24
892,Acetaminophen / hydrocodone,Pain,9,20,1,180
893,Liletta,Birth Control,10,8,1,80
894,Azithromycin,Chlamydia Infection,1,3,0,0
895,Oxycodone,Chronic Pain,10,26,1,260
896,Trimethoprim,Urinary Tract Infection,1,5,0,0
897,Fluorouracil,Basal Cell Carcinoma,1,17,0,0
898,Ortho Micronor,Birth Control,7,8,1,56
899,Prevacid,GERD,10,13,1,130
900,Bupropion,Depression,10,21,1,210
901,Doxycycline,Acne,8,59,1,472
903,Sprintec,Birth Control,1,0,0,0
904,OnabotulinumtoxinA,Overactive Bladde,10,62,1,620
905,Dulaglutide,"Diabetes, Type 2",9,17,1,153
906,Aptensio XR,ADHD,5,6,0,0
907,Omeprazole,Barrett's Esophagus,10,9,1,90
908,Finasteride,Androgenetic Alopecia,9,56,1,504
909,Rapaflo,Benign Prostatic Hyperplasia,8,86,1,688
910,Duexis,Osteoarthritis,4,7,0,0
911,Clindamycin / tretinoin,Acne,3,2,0,0
912,Ethinyl estradiol / etonogestrel,Birth Control,10,2,1,20
913,Adderall,ADHD,5,20,0,0
914,Tamiflu,Influenza,10,0,1,0
915,Viibryd,Depression,10,32,1,320
916,Rozerem,Insomnia,9,51,1,459
917,Synthroid,"Hypothyroidism, After Thyroid Removal",8,32,1,256
918,Seroquel,Bipolar Disorde,3,21,0,0
919,Levetiracetam,Seizures,3,3,0,0
920,Differin,Acne,9,159,1,1431
921,Buprenorphine / naloxone,Opiate Dependence,9,24,1,216
922,Doxepin,Depression,1,6,0,0
923,Levonorgestrel,Emergency Contraception,10,110,1,1100
924,Tri-Sprintec,Birth Control,7,9,1,63
925,Etonogestrel,Birth Control,4,18,0,0
926,Etonogestrel,Birth Control,9,11,1,99
927,Ethinyl estradiol / levonorgestrel,Birth Control,1,3,0,0
928,Orlistat,Obesity,10,72,1,720
929,Qsymia,Obesity,8,69,1,552
930,Nuvigil,Depression,2,14,0,0
931,Vortioxetine,Depression,1,32,0,0
932,Lo Loestrin Fe,Birth Control,9,13,1,117
933,Ziprasidone,Bipolar Disorde,1,33,0,0
934,Levonorgestrel,Birth Control,2,4,0,0
935,Ethinyl estradiol / levonorgestrel,Birth Control,2,2,0,0
936,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,9,7,1,63
937,Etanercept,Ankylosing Spondylitis,7,10,1,70
938,Citalopram,Postpartum Depression,1,1,0,0
939,Desvenlafaxine,Depression,9,8,1,72
940,Crestor,High Cholesterol,10,44,1,440
941,Pramipexole,Restless Legs Syndrome,9,52,1,468
942,Narcan Injection,Opioid Overdose,10,17,1,170
943,Sildenafil,Erectile Dysfunction,1,26,0,0
944,Eszopiclone,Insomnia,9,91,1,819
945,Lipitor,High Cholesterol,10,65,1,650
946,Yasmin,Birth Control,9,0,1,0
947,Chantix,Smoking Cessation,10,11,1,110
948,Macrodantin,Prevention of Bladder infection,10,116,1,1160
949,Phentermine,Weight Loss,10,32,1,320
950,Suprep Bowel Prep Kit,Bowel Preparation,4,8,0,0
951,Intuniv,ADHD,3,27,0,0
952,Cymbalta,Depression,10,70,1,700
953,Risperidone,Depression,10,30,1,300
954,Pantoprazole,GERD,10,82,1,820
955,Sulfamethoxazole / trimethoprim,Infection Prophylaxis,10,0,1,0
956,Clonidine,Perimenopausal Symptoms,8,3,1,24
957,Citalopram,Depression,3,11,0,0
958,Etonogestrel,Birth Control,5,8,0,0
959,Bupropion / naltrexone,Obesity,10,30,1,300
960,Keppra,Seizures,4,61,0,0
961,Mirena,Birth Control,10,1,1,10
962,Levonorgestrel,Emergency Contraception,10,19,1,190
963,Xulane,Birth Control,7,3,1,21
964,Tamsulosin,Benign Prostatic Hyperplasia,8,155,1,1240
965,Bupropion,Depression,10,76,1,760
966,Gabapentin,ibromyalgia,7,40,1,280
967,Hydroxyzine,Anxiety,9,26,1,234
968,Keppra XR,Epilepsy,3,7,0,0
969,Pristiq,Panic Disorde,8,18,1,144
970,Etonogestrel,Birth Control,3,7,0,0
971,Acyclovir,Cold Sores,1,2,0,0
972,Desvenlafaxine,Anxiety,9,5,1,45
973,Ledipasvir / sofosbuvir,Hepatitis C,10,10,1,100
974,Acetaminophen / butalbital / caffeine,Headache,10,8,1,80
975,MetroCream,Rosacea,6,12,1,72
976,Skyla,Birth Control,7,3,1,21
977,Yasmin,Birth Control,6,5,1,30
978,Phentermine,Obesity,10,24,1,240
979,Copaxone,Multiple Sclerosis,9,23,1,207
980,Medroxyprogesterone,Birth Control,9,9,1,81
981,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,5,1,50
982,Ethinyl estradiol / norelgestromin,Birth Control,10,18,1,180
983,Aubra,Birth Control,9,2,1,18
984,Ziprasidone,Bipolar Disorde,10,3,1,30
985,Armodafinil,Narcolepsy,2,59,0,0
986,Fluconazole,"Onychomycosis, Toenail",10,2,1,20
987,Tylenol,Pain,1,33,0,0
988,Oseltamivir,Swine Flu,9,5,1,45
989,Oxymorphone,Pain,8,17,1,136
990,Larin Fe 1.5 / 30,Birth Control,3,5,0,0
991,Chantix,Smoking Cessation,5,7,0,0
992,Quetiapine,Bipolar Disorde,10,12,1,120
993,Xiidra,Dry Eye Disease,1,14,0,0
994,Suprep Bowel Prep Kit,Bowel Preparation,7,6,1,42
995,Tri-Sprintec,Birth Control,7,7,1,49
996,Azithromycin,Sinusitis,10,37,1,370
997,Pentasa,Ulcerative Proctitis,9,1,1,9
998,Sulfamethoxazole / trimethoprim,Acne,10,47,1,470
999,Ethinyl estradiol / norethindrone,Birth Control,5,6,0,0
1000,Amitriptyline,ibromyalgia,9,122,1,1098
1001,Epiduo,Acne,10,9,1,90
1002,Levaquin,Sinusitis,2,22,0,0
1003,Enbrel,Rheumatoid Arthritis,3,35,0,0
1004,Tacrolimus,"Organ Transplant, Rejection Prophylaxis",9,14,1,126
1005,Lurasidone,Bipolar Disorde,3,27,0,0
1006,Polyethylene glycol 3350 with electrolytes,Bowel Preparation,8,11,1,88
1007,Bupropion,Depression,1,11,0,0
1008,Paxil,Generalized Anxiety Disorde,5,21,0,0
1009,Ethinyl estradiol / norethindrone,Birth Control,3,7,0,0
1010,Paroxetine,Depression,10,384,1,3840
1011,Lexapro,Anxiety,10,24,1,240
1012,Imiquimod,Human Papilloma Virus,1,5,0,0
1013,Luvox,Depression,1,18,0,0
1014,Hydroxyzine,Anxiety,9,55,1,495
1015,Lotrel,High Blood Pressure,10,0,1,0
1016,Ondansetron,Nausea/Vomiting,10,7,1,70
1018,Nortriptyline,Reflex Sympathetic Dystrophy Syndrome,3,11,0,0
1019,Sodium hyaluronate,Osteoarthritis,10,33,1,330
1020,Chlordiazepoxide,Alcohol Withdrawal,10,130,1,1300
1021,Adderall XR,Narcolepsy,9,28,1,252
1022,Copper,Birth Control,9,3,1,27
1023,Ethinyl estradiol / norgestrel,Endometriosis,9,14,1,126
1024,Trazodone,Insomnia,3,19,0,0
1025,Implanon,Birth Control,10,1,1,10
1026,Klonopin,Benzodiazepine Withdrawal,8,69,1,552
1027,Carvedilol,Heart Failure,10,28,1,280
1028,Linaclotide,"Constipation, Chronic",9,48,1,432
1029,Ultram,Chronic Pain,10,41,1,410
1030,Paroxetine,Social Anxiety Disorde,10,92,1,920
1031,Tretinoin,Acne,10,36,1,360
1032,Humira,Rheumatoid Arthritis,3,39,0,0
1033,Prozac,Anxiety and Stress,6,38,1,228
1034,Drospirenone / ethinyl estradiol,Birth Control,2,2,0,0
1035,Levetiracetam,Epilepsy,7,23,1,161
1036,Viberzi,Irritable Bowel Syndrome,1,18,0,0
1037,Evolocumab,"High Cholesterol, Familial Heterozygous",10,37,1,370
1038,Metronidazole,Dental Abscess,2,16,0,0
1039,Doxycycline,Chlamydia Infection,9,7,1,63
1040,Ethinyl estradiol / norgestimate,Birth Control,1,19,0,0
1041,Depo-Provera,Birth Control,1,8,0,0
1042,Suprep Bowel Prep Kit,Bowel Preparation,8,21,1,168
1043,Buprenorphine / naloxone,Opiate Dependence,7,26,1,182
1044,Amitriptyline,Pain,9,44,1,396
1045,Levonorgestrel,Birth Control,1,10,0,0
1046,Ethinyl estradiol / levonorgestrel,Birth Control,10,8,1,80
1047,Synvisc-One,Osteoarthritis,1,21,0,0
1048,Triumeq,HIV Infection,4,10,0,0
1049,Lo Loestrin Fe,Birth Control,10,7,1,70
1050,Ethinyl estradiol / levonorgestrel,Birth Control,4,2,0,0
1051,Phentermine,Weight Loss,8,3,1,24
1052,Drysol,0</span> users found this comment helpful.,9,0,1,0
1053,Gabapentin enacarbil,Restless Legs Syndrome,4,1,0,0
1054,Ethinyl estradiol / norgestimate,Birth Control,10,3,1,30
1055,Glucophage,"Diabetes, Type 2",9,113,1,1017
1057,Sprintec,Birth Control,1,15,0,0
1058,Acetaminophen / oxycodone,Pain,9,20,1,180
1059,Abilify,Bipolar Disorde,1,38,0,0
1060,Implanon,Birth Control,9,2,1,18
1061,Citalopram,Generalized Anxiety Disorde,2,4,0,0
1062,Metronidazole,Bacterial Infection,1,10,0,0
1063,Soma,Muscle Spasm,10,86,1,860
1064,Zofran,Nausea/Vomiting,9,6,1,54
1065,Acetaminophen / hydrocodone,Back Pain,2,9,0,0
1066,Acetaminophen / hydrocodone,Back Pain,8,16,1,128
1067,Antipyrine / benzocaine,Otitis Media,10,18,1,180
1068,Liothyronine,Underactive Thyroid,10,146,1,1460
1069,Etonogestrel,Birth Control,10,18,1,180
1070,Propranolol,Pe,7,11,1,77
1071,Trazodone,Anxiety,8,73,1,584
1072,Metoprolol,High Blood Pressure,10,77,1,770
